,Unnamed: 0,ALT_CODE,ICD10,PHECODE,Excl. Phecodes,ICD10 String,Phenotype,Excl. Phenotypes,ICD10_NOX
3407,3407,H833,H83.3,389.3,387-389.99,Noise effects on inner ear,Degenerative and vascular disorders of ear,Hearing loss and related disorders,H833
3408,3408,H839,H83.9,386.0,386-386.99,"Disease of inner ear, unspecified",Vertiginous syndromes and other disorders of vestibular system,conditions associated with dizziness or vertigo,H839
3409,3409,H90,H90,389.0,387-389.99,Conductive and sensorineural hearing loss,Hearing loss,Hearing loss and related disorders,H90
3410,3410,H900,H90.0,389.2,387-389.99,"Conductive hearing loss, bilateral",Conductive hearing loss,Hearing loss and related disorders,H900
3411,3411,H901,H90.1,389.2,387-389.99,"Conductive hearing loss, unilateral with unrestricted hearing on the contralateral side",Conductive hearing loss,Hearing loss and related disorders,H901
3412,3412,H902,H90.2,389.2,387-389.99,"Conductive hearing loss, unspecified",Conductive hearing loss,Hearing loss and related disorders,H902
3413,3413,H903,H90.3,389.1,387-389.99,"Sensorineural hearing loss, bilateral",Sensorineural hearing loss,Hearing loss and related disorders,H903
3414,3414,H904,H90.4,389.1,387-389.99,"Sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side",Sensorineural hearing loss,Hearing loss and related disorders,H904
3415,3415,H905,H90.5,389.1,387-389.99,"Sensorineural hearing loss, unspecified",Sensorineural hearing loss,Hearing loss and related disorders,H905
3416,3416,H906,H90.6,389.0,387-389.99,"Mixed conductive and sensorineural hearing loss, bilateral",Hearing loss,Hearing loss and related disorders,H906
3417,3417,H907,H90.7,389.0,387-389.99,"Mixed conductive and sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side",Hearing loss,Hearing loss and related disorders,H907
3418,3418,H908,H90.8,389.0,387-389.99,"Mixed conductive and sensorineural hearing loss, unspecified",Hearing loss,Hearing loss and related disorders,H908
3419,3419,H910,H91.0,389.0,387-389.99,Ototoxic hearing loss,Hearing loss,Hearing loss and related disorders,H910
3420,3420,H911,H91.1,389.3,387-389.99,Presbycusis,Degenerative and vascular disorders of ear,Hearing loss and related disorders,H911
3421,3421,H912,H91.2,389.0,387-389.99,Sudden idiopathic hearing loss,Hearing loss,Hearing loss and related disorders,H912
3422,3422,H913,H91.3,389.0,387-389.99,"Deaf mutism, not elsewhere classified",Hearing loss,Hearing loss and related disorders,H913
3423,3423,H918,H91.8,389.0,387-389.99,Other specified hearing loss,Hearing loss,Hearing loss and related disorders,H918
3424,3424,H919,H91.9,389.0,387-389.99,"Hearing loss, unspecified",Hearing loss,Hearing loss and related disorders,H919
3425,3425,H920,H92.0,382.0,381-385.99,Otalgia,Otalgia,otitis media and related conditions,H920
3426,3426,H921,H92.1,381.9,381-385.99,Otorrhoea,Otorrhea,otitis media and related conditions,H921
3427,3427,H922,H92.2,381.9,381-385.99,Otorrhagia,Otorrhea,otitis media and related conditions,H922
3428,3428,H930,H93.0,389.3,387-389.99,Degenerative and vascular disorders of ear,Degenerative and vascular disorders of ear,Hearing loss and related disorders,H930
3429,3429,H931,H93.1,389.4,387-389.99,Tinnitus,Tinnitus,Hearing loss and related disorders,H931
3430,3430,H932,H93.2,389.5,387-389.99,Other abnormal auditory perceptions,Disorders of acoustic nerve,Hearing loss and related disorders,H932
3431,3431,H933,H93.3,389.5,387-389.99,Disorders of acoustic nerve,Disorders of acoustic nerve,Hearing loss and related disorders,H933
3432,3432,H938,H93.8,388.0,387-389.99,Other specified disorders of ear,Other disorders of ear,Hearing loss and related disorders,H938
3433,3433,H939,H93.9,388.0,387-389.99,"Disorder of ear, unspecified",Other disorders of ear,Hearing loss and related disorders,H939
3434,3434,H940,H94.0,389.5,387-389.99,Acoustic neuritis in infectious and parasitic diseases classified elsewhere,Disorders of acoustic nerve,Hearing loss and related disorders,H940
3435,3435,H948,H94.8,388.0,387-389.99,Other specified disorders of ear in diseases classified elsewhere,Other disorders of ear,Hearing loss and related disorders,H948
3436,3436,H950,H95.0,385.3,381-385.99,Recurrent cholesteatoma of postmastoidectomy cavity,Cholesteatoma,otitis media and related conditions,H950
3437,3437,H951,H95.1,381.3,381-385.99,Other disorders following mastoidectomy,Mastoiditis & related conditions,otitis media and related conditions,H951
3438,3438,H958,H95.8,385.5,381-385.99,Other postprocedural disorders of ear and mastoid process,Tympanosclerosis and middle ear disease related to otitis media,otitis media and related conditions,H958
3439,3439,H958,H95.8,388.0,387-389.99,Other postprocedural disorders of ear and mastoid process,Other disorders of ear,Hearing loss and related disorders,H958
3440,3440,H959,H95.9,388.0,387-389.99,"Postprocedural disorder of ear and mastoid process, unspecified",Other disorders of ear,Hearing loss and related disorders,H959
3441,3441,I00X,I00,41.21,010-041.99,Rheumatic fever without mention of heart involvement,Rheumatic fever / chorea,bacterial infection,I00
3442,3442,I01,I01,41.21,010-041.99,Rheumatic fever with heart involvement,Rheumatic fever / chorea,bacterial infection,I01
3443,3443,I01,I01,394.4,394-399.99,Rheumatic fever with heart involvement,Acute rheumatic heart disease,heart valve disorders,I01
3444,3444,I010,I01.0,420.21,420-425.99,Acute rheumatic pericarditis,Acute pericarditis,Other peri-; endo-; and myocarditis,I010
3445,3445,I011,I01.1,420.3,420-425.99,Acute rheumatic endocarditis,Endocarditis,Other peri-; endo-; and myocarditis,I011
3446,3446,I012,I01.2,420.1,420-425.99,Acute rheumatic myocarditis,Myocarditis,Other peri-; endo-; and myocarditis,I012
3447,3447,I018,I01.8,394.4,394-399.99,Other acute rheumatic heart disease,Acute rheumatic heart disease,heart valve disorders,I018
3448,3448,I019,I01.9,394.4,394-399.99,"Acute rheumatic heart disease, unspecified",Acute rheumatic heart disease,heart valve disorders,I019
3449,3449,I02,I02,41.21,010-041.99,Rheumatic chorea,Rheumatic fever / chorea,bacterial infection,I02
3450,3450,I020,I02.0,394.4,394-399.99,Rheumatic chorea with heart involvement,Acute rheumatic heart disease,heart valve disorders,I020
3451,3451,I029,I02.9,41.21,010-041.99,Rheumatic chorea without heart involvement,Rheumatic fever / chorea,bacterial infection,I029
3452,3452,I05,I05,394.2,394-399.99,Rheumatic mitral valve diseases,Mitral valve disease,heart valve disorders,I05
3453,3453,I050,I05.0,394.2,394-399.99,Mitral stenosis,Mitral valve disease,heart valve disorders,I050
3454,3454,I051,I05.1,394.2,394-399.99,Rheumatic mitral insufficiency,Mitral valve disease,heart valve disorders,I051
3455,3455,I052,I05.2,394.2,394-399.99,Mitral stenosis with insufficiency,Mitral valve disease,heart valve disorders,I052
3456,3456,I058,I05.8,394.2,394-399.99,Other mitral valve diseases,Mitral valve disease,heart valve disorders,I058
3457,3457,I059,I05.9,394.2,394-399.99,"Mitral valve disease, unspecified",Mitral valve disease,heart valve disorders,I059
3458,3458,I06,I06,394.0,394-399.99,Rheumatic aortic valve diseases,Rheumatic disease of the heart valves,heart valve disorders,I06
3459,3459,I060,I06.0,394.3,394-399.99,Rheumatic aortic stenosis,Aortic valve disease,heart valve disorders,I060
3460,3460,I061,I06.1,394.3,394-399.99,Rheumatic aortic insufficiency,Aortic valve disease,heart valve disorders,I061
3461,3461,I062,I06.2,394.3,394-399.99,Rheumatic aortic stenosis with insufficiency,Aortic valve disease,heart valve disorders,I062
3462,3462,I068,I06.8,394.0,394-399.99,Other rheumatic aortic valve diseases,Rheumatic disease of the heart valves,heart valve disorders,I068
3463,3463,I069,I06.9,394.0,394-399.99,"Rheumatic aortic valve disease, unspecified",Rheumatic disease of the heart valves,heart valve disorders,I069
3464,3464,I07,I07,394.7,394-399.99,Rheumatic tricuspid valve diseases,Disease of tricuspid valve,heart valve disorders,I07
3465,3465,I070,I07.0,394.7,394-399.99,Tricuspid stenosis,Disease of tricuspid valve,heart valve disorders,I070
3466,3466,I071,I07.1,394.7,394-399.99,Tricuspid insufficiency,Disease of tricuspid valve,heart valve disorders,I071
3467,3467,I072,I07.2,394.7,394-399.99,Tricuspid stenosis with insufficiency,Disease of tricuspid valve,heart valve disorders,I072
3468,3468,I078,I07.8,394.7,394-399.99,Other tricuspid valve diseases,Disease of tricuspid valve,heart valve disorders,I078
3469,3469,I079,I07.9,394.7,394-399.99,"Tricuspid valve disease, unspecified",Disease of tricuspid valve,heart valve disorders,I079
3470,3470,I080,I08.0,394.0,394-399.99,Disorders of both mitral and aortic valves,Rheumatic disease of the heart valves,heart valve disorders,I080
3471,3471,I081,I08.1,394.7,394-399.99,Disorders of both mitral and tricuspid valves,Disease of tricuspid valve,heart valve disorders,I081
3472,3472,I081,I08.1,395.1,394-399.99,Disorders of both mitral and tricuspid valves,Nonrheumatic mitral valve disorders,heart valve disorders,I081
3473,3473,I081,I08.1,394.2,394-399.99,Disorders of both mitral and tricuspid valves,Mitral valve disease,heart valve disorders,I081
3474,3474,I082,I08.2,394.3,394-399.99,Disorders of both aortic and tricuspid valves,Aortic valve disease,heart valve disorders,I082
3475,3475,I082,I08.2,395.2,394-399.99,Disorders of both aortic and tricuspid valves,Nonrheumatic aortic valve disorders,heart valve disorders,I082
3476,3476,I082,I08.2,394.7,394-399.99,Disorders of both aortic and tricuspid valves,Disease of tricuspid valve,heart valve disorders,I082
3477,3477,I083,I08.3,394.0,394-399.99,"Combined disorders of mitral, aortic and tricuspid valves",Rheumatic disease of the heart valves,heart valve disorders,I083
3478,3478,I088,I08.8,394.0,394-399.99,Other multiple valve diseases,Rheumatic disease of the heart valves,heart valve disorders,I088
3479,3479,I088,I08.8,420.3,420-425.99,Other multiple valve diseases,Endocarditis,Other peri-; endo-; and myocarditis,I088
3480,3480,I089,I08.9,420.3,420-425.99,"Multiple valve disease, unspecified",Endocarditis,Other peri-; endo-; and myocarditis,I089
3481,3481,I089,I08.9,394.0,394-399.99,"Multiple valve disease, unspecified",Rheumatic disease of the heart valves,heart valve disorders,I089
3482,3482,I09,I09,394.4,394-399.99,Other rheumatic heart diseases,Acute rheumatic heart disease,heart valve disorders,I09
3483,3483,I090,I09.0,420.1,420-425.99,Rheumatic myocarditis,Myocarditis,Other peri-; endo-; and myocarditis,I090
3484,3484,I091,I09.1,394.0,394-399.99,"Rheumatic diseases of endocardium, valve unspecified",Rheumatic disease of the heart valves,heart valve disorders,I091
3485,3485,I092,I09.2,420.22,420-425.99,Chronic rheumatic pericarditis,Chronic pericarditis,Other peri-; endo-; and myocarditis,I092
3486,3486,I098,I09.8,394.0,394-399.99,Other specified rheumatic heart diseases,Rheumatic disease of the heart valves,heart valve disorders,I098
3487,3487,I099,I09.9,394.4,394-399.99,"Rheumatic heart disease, unspecified",Acute rheumatic heart disease,heart valve disorders,I099
3488,3488,I10X,I10,401.1,401-405.99,Essential (primary) hypertension,Essential hypertension,HYPERTENSIVE DISEASE,I10
3489,3489,I11,I11,401.21,401-405.99,Hypertensive heart disease,Hypertensive heart disease,HYPERTENSIVE DISEASE,I11
3490,3490,I110,I11.0,401.21,401-405.99,Hypertensive heart disease with (congestive) heart failure,Hypertensive heart disease,HYPERTENSIVE DISEASE,I110
3491,3491,I119,I11.9,401.21,401-405.99,Hypertensive heart disease without (congestive) heart failure,Hypertensive heart disease,HYPERTENSIVE DISEASE,I119
3492,3492,I12,I12,401.22,401-405.99,Hypertensive renal disease,Hypertensive chronic kidney disease,HYPERTENSIVE DISEASE,I12
3493,3493,I120,I12.0,401.22,401-405.99,Hypertensive renal disease with renal failure,Hypertensive chronic kidney disease,HYPERTENSIVE DISEASE,I120
3494,3494,I129,I12.9,401.22,401-405.99,Hypertensive renal disease without renal failure,Hypertensive chronic kidney disease,HYPERTENSIVE DISEASE,I129
3495,3495,I13,I13,401.2,401-405.99,Hypertensive heart and renal disease,Hypertensive heart and/or renal disease,HYPERTENSIVE DISEASE,I13
3496,3496,I130,I13.0,401.2,401-405.99,Hypertensive heart and renal disease with (congestive) heart failure,Hypertensive heart and/or renal disease,HYPERTENSIVE DISEASE,I130
3497,3497,I131,I13.1,401.2,401-405.99,Hypertensive heart and renal disease with renal failure,Hypertensive heart and/or renal disease,HYPERTENSIVE DISEASE,I131
3498,3498,I132,I13.2,401.2,401-405.99,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,Hypertensive heart and/or renal disease,HYPERTENSIVE DISEASE,I132
3499,3499,I139,I13.9,401.2,401-405.99,"Hypertensive heart and renal disease, unspecified",Hypertensive heart and/or renal disease,HYPERTENSIVE DISEASE,I139
3500,3500,I15,I15,401.3,401-405.99,Secondary hypertension,Other hypertensive complications,HYPERTENSIVE DISEASE,I15
3501,3501,I150,I15.0,401.3,401-405.99,Renovascular hypertension,Other hypertensive complications,HYPERTENSIVE DISEASE,I150
3502,3502,I151,I15.1,401.3,401-405.99,Hypertension secondary to other renal disorders,Other hypertensive complications,HYPERTENSIVE DISEASE,I151
3503,3503,I152,I15.2,401.3,401-405.99,Hypertension secondary to endocrine disorders,Other hypertensive complications,HYPERTENSIVE DISEASE,I152
3504,3504,I158,I15.8,401.3,401-405.99,Other secondary hypertension,Other hypertensive complications,HYPERTENSIVE DISEASE,I158
3505,3505,I159,I15.9,401.3,401-405.99,"Secondary hypertension, unspecified",Other hypertensive complications,HYPERTENSIVE DISEASE,I159
3506,3506,I20,I20,411.3,410-414.99,Angina pectoris,Angina pectoris,ISCHEMIC HEART DISEASE,I20
3507,3507,I200,I20.0,411.1,410-414.99,Unstable angina,Unstable angina (intermediate coronary syndrome),ISCHEMIC HEART DISEASE,I200
3508,3508,I201,I20.1,411.3,410-414.99,Angina pectoris with documented spasm,Angina pectoris,ISCHEMIC HEART DISEASE,I201
3509,3509,I208,I20.8,411.3,410-414.99,Other forms of angina pectoris,Angina pectoris,ISCHEMIC HEART DISEASE,I208
3510,3510,I209,I20.9,411.3,410-414.99,"Angina pectoris, unspecified",Angina pectoris,ISCHEMIC HEART DISEASE,I209
3511,3511,I21,I21,411.2,410-414.99,Acute myocardial infarction,Myocardial infarction,ISCHEMIC HEART DISEASE,I21
3512,3512,I210,I21.0,411.2,410-414.99,Acute transmural myocardial infarction of anterior wall,Myocardial infarction,ISCHEMIC HEART DISEASE,I210
3513,3513,I211,I21.1,411.2,410-414.99,Acute transmural myocardial infarction of inferior wall,Myocardial infarction,ISCHEMIC HEART DISEASE,I211
3514,3514,I212,I21.2,411.2,410-414.99,Acute transmural myocardial infarction of other sites,Myocardial infarction,ISCHEMIC HEART DISEASE,I212
3515,3515,I213,I21.3,411.2,410-414.99,Acute transmural myocardial infarction of unspecified site,Myocardial infarction,ISCHEMIC HEART DISEASE,I213
